,FID,Long,Lat,ID,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19,bio_20_100mm,bio_21,bio_22,bio_23,bio_24,bio_25,bio_26,bio_27,bio_28,bio_29
3278,3278,-73.429482,6.908838,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
3279,3279,-73.429902,6.909345,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
3280,3280,-73.429959,6.909532,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
3281,3281,-73.430059,6.909885,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
3282,3282,-73.430006,6.910154,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
3283,3283,-73.429822,6.91009,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
3284,3284,-73.429483,6.910223,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
3285,3285,-73.429281,6.90995,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
3286,3286,-73.429378,6.909698,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
3287,3287,-73.429173,6.909496,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
3288,3288,-73.429191,6.909318,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
3289,3289,-73.42893,6.908922,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
3290,3290,-73.428807,6.909045,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
3291,3291,-73.428877,6.909276,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
3292,3292,-73.428719,6.909366,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
3293,3293,-73.428485,6.909296,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
3294,3294,-73.42828,6.909612,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
3295,3295,-73.427458,6.909201,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
3296,3296,-73.427213,6.90925,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
3297,3297,-73.426785,6.909294,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
3298,3298,-73.426407,6.909151,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
3299,3299,-73.426204,6.909573,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
3300,3300,-73.426386,6.909828,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
3301,3301,-73.426143,6.909822,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
3302,3302,-73.426029,6.909988,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
3303,3303,-73.42619,6.910485,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
3304,3304,-73.426097,6.91059,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
3305,3305,-73.425705,6.91091,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
3306,3306,-73.425189,6.911015,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
3307,3307,-73.424994,6.910675,3,268,100,93,257,322,215,107,264,268,270,264,2015,310,83,37,718,313,521,632,1,64961,9,6364,4867,1497,5169,5169,5621,4948
3308,3308,-73.425025,6.91038,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
3309,3309,-73.424823,6.910558,3,268,100,93,257,322,215,107,264,268,270,264,2015,310,83,37,718,313,521,632,1,64961,9,6364,4867,1497,5169,5169,5621,4948
3310,3310,-73.412294,6.928243,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3311,3311,-73.413247,6.927179,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3312,3312,-73.412672,6.927052,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3313,3313,-73.412233,6.926741,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3314,3314,-73.412025,6.925964,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3315,3315,-73.412152,6.925625,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3316,3316,-73.411672,6.925513,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3317,3317,-73.411504,6.925183,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3318,3318,-73.411473,6.925885,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3319,3319,-73.411744,6.92687,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3320,3320,-73.412123,6.927757,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3321,3321,-73.412264,6.92991,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3322,3322,-73.413003,6.930605,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3323,3323,-73.413176,6.930905,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3324,3324,-73.41283,6.931466,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3325,3325,-73.412662,6.931702,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3326,3326,-73.412539,6.931658,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3327,3327,-73.412371,6.931643,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3328,3328,-73.412569,6.932379,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3329,3329,-73.412799,6.932798,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3330,3330,-73.413146,6.933521,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
3331,3331,-73.413265,6.934166,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
3332,3332,-73.41291,6.934631,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
3333,3333,-73.412835,6.934697,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
3334,3334,-73.412374,6.93434,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
3335,3335,-73.412278,6.933936,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
3336,3336,-73.412216,6.93364,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
3337,3337,-73.411606,6.933192,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3338,3338,-73.411531,6.933123,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3339,3339,-73.411622,6.932576,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3340,3340,-73.411476,6.932119,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3341,3341,-73.411524,6.931812,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3342,3342,-73.412029,6.931516,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3343,3343,-73.412098,6.931204,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3344,3344,-73.412422,6.930565,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3345,3345,-73.414041,6.931256,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3346,3346,-73.41426,6.930967,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3347,3347,-73.414105,6.930772,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3348,3348,-73.414273,6.930655,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3349,3349,-73.414278,6.930463,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3350,3350,-73.414515,6.930209,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3351,3351,-73.415008,6.930118,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3352,3352,-73.415409,6.929533,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3353,3353,-73.415092,6.92923,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3354,3354,-73.415484,6.928558,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3355,3355,-73.414516,6.928538,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3356,3356,-73.41416,6.928602,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3357,3357,-73.414068,6.929022,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3358,3358,-73.413894,6.929509,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3359,3359,-73.413489,6.929962,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3360,3360,-73.412885,6.930422,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3361,3361,-73.413149,6.930752,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3362,3362,-73.41284,6.931556,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3363,3363,-73.413164,6.931858,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3364,3364,-73.413374,6.932578,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3365,3365,-73.413057,6.933114,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3366,3366,-73.413199,6.933555,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
3367,3367,-73.413133,6.933704,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
3368,3368,-73.413517,6.933639,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
3369,3369,-73.413669,6.932852,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3370,3370,-73.413838,6.932782,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3371,3371,-73.41389,6.932218,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3372,3372,-73.413592,6.931859,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3373,3373,-73.413503,6.931661,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3374,3374,-73.414801,6.931183,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3375,3375,-73.414685,6.931411,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3376,3376,-73.414624,6.931463,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3377,3377,-73.414767,6.93149,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3378,3378,-73.414672,6.931678,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3379,3379,-73.41491,6.931894,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3380,3380,-73.414882,6.931996,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3381,3381,-73.414969,6.932069,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3382,3382,-73.415191,6.931941,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3383,3383,-73.415437,6.932033,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3384,3384,-73.415527,6.931833,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3385,3385,-73.415793,6.931548,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3386,3386,-73.415541,6.931218,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3387,3387,-73.415955,6.930944,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3388,3388,-73.416149,6.93106,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3389,3389,-73.41661,6.930196,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3390,3390,-73.416551,6.929926,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3391,3391,-73.415939,6.930036,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3392,3392,-73.41568,6.929709,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3393,3393,-73.415665,6.929499,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3394,3394,-73.415503,6.929455,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3395,3395,-73.415518,6.929602,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3396,3396,-73.415493,6.92985,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3397,3397,-73.415587,6.930024,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3398,3398,-73.415432,6.930545,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3399,3399,-73.415483,6.930799,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3400,3400,-73.415269,6.930826,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3401,3401,-73.415087,6.931177,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3402,3402,-73.413977,6.932105,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3403,3403,-73.414168,6.932584,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3404,3404,-73.414182,6.93272,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3405,3405,-73.414306,6.93283,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3406,3406,-73.414551,6.932701,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3407,3407,-73.415039,6.932697,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3408,3408,-73.415118,6.932352,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3409,3409,-73.414899,6.93231,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3410,3410,-73.414689,6.932204,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3411,3411,-73.414613,6.931896,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3412,3412,-73.414727,6.931829,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3413,3413,-73.414702,6.931741,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3414,3414,-73.414536,6.931874,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3415,3415,-73.414546,6.932068,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3416,3416,-73.414497,6.932113,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3417,3417,-73.41433,6.93214,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
3418,3418,-73.414202,6.932072,3,268,100,93,243,323,216,107,265,269,271,265,2007,309,83,37,717,312,517,633,1,64587,9,6244,4671,1573,5073,5073,5654,4860
